topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR
Vaccine,covidvaccine,1295576242377244672,./data_Vaccine/covidvaccine/tweets3/EfrPuBaUMAExi-m.png,./annotation_data/Vaccine/EfrPuBaUMAExi-m.png,"#Russia produces first batch of #Covid vax; set to roll out from August endhttps://www.magzter.com/article/Newspaper/Millennium-Post-Delhi/Russia-produces-first-batch-of-Covid-vax-set-to-roll-out-from-August-end 

@mpostdigital #Vaccine #COVIDVaccine https://t.co/IdICfC9BUS",,an
Boomer,karen,1292179436780101637,./data_Boomer/karen/tweets2/Ee6-V6NWsAErlkX.jpg,,"@brikeilarcnn @mercedesschlapp @RealClearNews THIS!! @mercedesschlapp, you’re vile. I hope your 15 minutes was worth your soul. #Karen https://t.co/74tydsPWii",,HI fi
AsianHate,CCPVirus,1289567386203496449,./data_AsianHate/CCPVirus/tweets1/EeV2sMlX0AA6tzp.jpg,,"@SecPompeo #CCPChina is the biggest terrorist to the free world. It’s a regime that not only would kill its own people, but also a threat to the world #CCPVirus #CCP_is_terrorist #Chinazi https://t.co/qcM4ehmvk8",,Het ie SOCIALISM NEW SOCIALISM WITH se ey ae La one ae one TENET PA ae
Immigration,immigration,1298526029598924800,./data_Immigration/immigration/tweets4/EgVKipEXgAYCTUW.jpg,./annotation_data/Immigration/EgVKipEXgAYCTUW.jpg,"The #UK Global Talent Visa is an #Immigration Route that allows ‘talented &amp; promising’ individuals to live and work in the UK. We specialise in helping people secure Global Talent Visas by supporting their application process. 
Learn how we can help: https://t.co/KwBJmIMqm3 https://t.co/hkAiGWF6Xm",,Global Talent
AsianHate,chinesevirus,1293923553847308288,./data_AsianHate/chinesevirus/tweets2/EfTwm2UU8AIm9cv.jpg,,"@yaneerbaryam @yaneerbaryam will only be believable when he includes China, original ground zero, in his critiques, for spreading #ChineseVirus worldwide through #HongKong airport.
Still awaiting his disclaimer that he does not, and will not, benefit from Chinese funds in any shape or form. https://t.co/FpXYIFxqFN",,ey
AsianHate,ChinaVirus,1298228408485203968,./data_AsianHate/ChinaVirus/tweets4/EgQ72ziU4AANJI0.jpg,,This is what have become my life in sales job around corona!! 😢#salesjob #lockdownwoes #CoronaUpdatesInIndia #ChinaVirus https://t.co/LiD6mWddtD,,subah se naa na
Political,Trump2020,1293898255521050625,./data_Political/Trump2020/tweets2/EfTZl6BVAAI0b80.jpg,,"@anth0nyfranc0 #Trump 
#Trump2020 
#Trump2020Landslide 
Because Patriots Have No Skin Color. https://t.co/5Eye5ZVQb1",,ye aa Ae NO BE
Mask,WearAMask,1290871675349696514,./data_Mask/WearAMask/tweets1/EeoY8LtUcAAQ-53.jpg,,"#SideBySideTheyStickTogether Good old #Collingwood🇦🇺If You’re Going To Have To Wear It Anyway,YouMayAsWell  WearOurMasksWith Pride!   #WearOurMasksThatMatter       OrderYoursNow0431 387 696 #GoPies #Magpies #BlackAndWhiteArmy #CollingwoodMagpies #AFL AnotherHappyCamper #WearAMask https://t.co/5Kmx0e3mKz",,nat ar
Political,maga,1296146610104270851,./data_Political/maga/tweets3/EfzWddzWkAAE60f.jpg,,"#RomeSmith is definitely not #maga hat wearing Trump voter.. I wonder who he votes for? If #BidenHarris trash get voted in, more of the same ideological hateful people will be emboldened #DemocratsDestroy https://t.co/zJiHdEnSxD",,ce gon Share He always trying to sneak diss and discredit black person being innocently by police Blame for not watching him OM and areola anes
Mask,WearAMask,1295672297966247937,./data_Mask/WearAMask/tweets3/EfsnFrTXoAAHbdH.jpg,,"NOT GOING OUT MUCH???? COME VISIT US!!!!
GO TO https://t.co/RaGW6JAIN1 YOUR FAVORITE FRAGRANCES:)) STAY SAFE!!!!!!
#wearamask #safety #renditionsrock #shopping https://t.co/xfoaNLFrfQ",,at we par
Vaccine,CovidHoax,1291368599622492160,./data_Vaccine/CovidHoax/tweets1/Eevc3GtXgAEb_Ay.jpg,./annotation_data/Vaccine/Eevc3GtXgAEb_Ay.jpg,"#Plandemic #CovidHoax #NoMask #SheepWearMasks #CrimesAgainstHumanity #CoronavirusIsCommonCold  

People who wear muzzles are mentally ill - cause they do not care about their own health - and more over, they forcing others to do the same. F*ck off! https://t.co/ROER6EQAcs",,aS ree LIT
Vaccine,FauciTheFraud,1290024379477184512,./data_Vaccine/FauciTheFraud/tweets1/EecWVfyUwAEOpPy.jpg,./annotation_data/Vaccine/EecWVfyUwAEOpPy.jpg,Dr Birx dissed by Pelosi- Fauci is her poster boy. I wonder why? 🤔 #Birx #FauciTheFraud https://t.co/gFAXbRLiQA https://t.co/52serRUQOJ,,
Vaccine,covidvaccine,1293441600761352192,./data_Vaccine/covidvaccine/tweets2/EfM6Q22XYAIGaRo.jpg,./annotation_data/Vaccine/EfM6Q22XYAIGaRo.jpg,"US inks $1.5 billion deal with Moderna for 100 million COVID-19 vaccine doses
https://t.co/mtNBQFrFuc
#COVID19 #CovidVaccine https://t.co/SOTym8rwoh",,
Immigration,americafirst,1290853832151326722,./data_Immigration/americafirst/tweets1/EeoIsNTU8AAxk_u.jpg,./annotation_data/Immigration/EeoIsNTU8AAxk_u.jpg,"Sincere apologies to representatives Ilhan Omar @Ilhan , Ayanna Presley @RepPressley and Rashida Tlaib @RepRashida. Looks as if some people did something’s to your friends firework stand. #NeverForget #AmericaFirst 🇺🇸 https://t.co/yavk0FARKr",,ey
Boomer,trumpliesamericansdie,1292861146400161793,./data_Boomer/trumpliesamericansdie/tweets2/EfEqWorXkAcJihP.jpg,,"Trump said Mexico would pay for the wall -- they didn't. He says he won't cut Social Security &amp; Medicare -- he will! #TrumpLiesAmericansDie 

Where does @MichelleSteelCA stand on those lifelines? #CA48 https://t.co/DXQTIhBQA7",,WEN
Mask,WearAMask,1291165204219416576,./data_Mask/WearAMask/tweets1/Eesj4y5VoAIJQpV.jpg,,🆕️📸 08-05 #AngelinaJolie was seen in Los Angeles with son Knox wearing a designer face mask that raises money for COVID-19 relief efforts. #StanAQueen #WearAMask https://t.co/HTt7MmVphf,,ge ae Me fe ie
Boomer,trumpliesamericansdie,1290252806805495813,./data_Boomer/trumpliesamericansdie/tweets1/EefmEsLXoAA67eq.jpg,,"@RoxyLorette #TrumpIsATraitor but since #TrumpleThinSkin #TrumpGotOwned by #kpopstans in Tulsa he wants to ban #TikTok &amp; because he is a #TrumpIsALaughingStock of the world &amp; @sarahcpr 
#TrumpLiesAmericansDie instead of protecting USA from #PutinsPuppet #PutinsGOP &amp; #TrumpPandemicFailure https://t.co/ZqfL7wDInG",,HA oe ax
Political,maga,1292853153067565062,./data_Political/maga/tweets2/EfEjFoJXkAANk5F.jpg,,#MAGA #WWG1WGA moohmoohincestpedosatanaziterroristzombie you are about to be fckd by your own ego while you are already cornered by your own lies because of only one book about your childhood traumas..😉your denial of reality is about to hit you insideout again..😉#domino..😉 https://t.co/abcO0miq9J,,ey if
Mask,WearAMask,1295105155176845313,./data_Mask/WearAMask/tweets3/EfkjRYBXYAIRDye.jpg,,Don't be this guy. #KeepCTSafe #WearAMask 😷 https://t.co/1zODha1PJj,,ae
Mask,WearAMask,1290608766958940160,./data_Mask/WearAMask/tweets1/Eekp1ChXgAAx7NH.jpg,,So excited..my new masks have arrived. Embrace the mask! #WearAMask #covidisreal #theprincessbride https://t.co/69HQyUUJyd,,Car
Immigration,americafirst,1296079437545472000,./data_Immigration/americafirst/tweets3/EfyZXnwXgAAByOq.jpg,./annotation_data/Immigration/EfyZXnwXgAAByOq.jpg,"@mamas4kamala @psddluva4evah @KamalaHarris #WednesdayWisdom believes @KamalaHarris wants #AmericaFirst to stop the #COVID19 #pandemic #virus.
There's no doubt #momala will #GoHardFullCharge in #Election2020 to #BuildBackBetter #ForThePeople and #MakeAmericaBetterThanGreat! https://t.co/X3i02CllnG",,ye on
Immigration,buildthewall,1294047132198948864,./data_Immigration/buildthewall/tweets2/EfVg89GVAAEiKmF.jpg,./annotation_data/Immigration/EfVg89GVAAEiKmF.jpg,"#BorderInvasion #BuildTheWall #NoAmnesty #DeportIllegals #33MillionIllegals 
Tony and Michael Bologna were killed in San Francisco by an illegal alien gang banger. #PhoneyKamala Kamala Harris would not seek the death penalty.  Do American lives matter to Biden / Harris? https://t.co/0K7nx9APDv",,
Political,maga,1294801780702760960,./data_Political/maga/tweets3/EfgPWjqUwAEZs1w.jpg,,#MAGA won't get it. https://t.co/pgLoL234CU,,FOR THOSE CONFUSED ABOUT THE SUBJECT THIS WAS THE LIBERAL AND THIS WAS THE CONSERVATIVE
AsianHate,ChinaLiedPeopleDied,1292169314481602563,./data_AsianHate/ChinaLiedPeopleDied/tweets2/Ee61G47XoAcbDaP.jpg,,@SuzCalifornia @BankofAmerica But protests are ok? Shopping at Walmart where everything is touched by many is okay?  #ChinaLiedPeopleDied https://t.co/015QoSKz9f,,BRAD THE LITTLE DOCTOR WHO anal AN ea Ai
Immigration,cdnpoli,1297770113496580097,./data_Immigration/cdnpoli/tweets4/EgKbBlzUcAA1iyx.jpg,./annotation_data/Immigration/EgKbBlzUcAA1iyx.jpg,@andrewsh &amp; @ErinOTooleMP sharing a few words after the #cbcldr #cdnpoli #Conservative #Leadership race https://t.co/eMZTwrefoO,,ay BREAK CONSERVATIVE LEADERSHIP ne Revere ae with of the vote on third ballot
Mask,facemask,1290627117332520961,./data_Mask/facemask/tweets1/Eek6hO8XoAEkj1H.jpg,,"Protect yo’self and others, wear a mask😷👍! Ain’t no ‘rona getting in here! (Shaun’s is still in the mail btw😂)

#nerdod #notforsale #facemask #onbrand #lockdown2020 https://t.co/K7NHF29uOH",,ey te
Political,Trump2020,1290632047569129474,./data_Political/Trump2020/tweets1/Eek-IVEWAAEZOno.jpg,,"@US_FDA being prompted by George snuffleupagus on @GMA this morning👉""now can you honestly say there will be no political motivations behind your findings?"" "" I'm really glad you brought that up Blah blah blah"" SSDD with these #FakeNewsMediaClowns #VoteRedToSaveFreedom #Trump2020 https://t.co/CzaYqXcEs4",,ALF THE MEDIA THIS ra me ae ah ABOUT EASE
Immigration,immigration,1295364722766880769,./data_Immigration/immigration/tweets3/EfoPWVJX0AA5evl.jpg,./annotation_data/Immigration/EfoPWVJX0AA5evl.jpg,"For decades, easy air travel, globalization and international competition for talent in some sectors have made the growing movement of people around the world seem unstoppable. 

Until now.

#immigration #cdnimm #cdnpoli 

https://t.co/vmYoVRGqD0 https://t.co/ecf669aVsY",,an Citizenship ten an ge ge Does mean the age of global migration is over CA aE Mon min read
Immigration,cdnpoli,1297918514938941440,./data_Immigration/cdnpoli/tweets4/EgMhg_CWAAARBQh.jpg,./annotation_data/Immigration/EgMhg_CWAAARBQh.jpg,Congratulations to @cafreeland on your recent appointment as Minister of Finance and being the first woman to hold this position. We know your experience in int'l dev't will also be critical to this role as you chart 🇨🇦's response to COVID-19 at home and globally. #cdnpoli https://t.co/PWxO1vKLn5,,to The newly Minister of Finance Pa
AsianHate,chinesevirus,1293331316428152833,./data_AsianHate/chinesevirus/tweets2/EfLV-gwWoAA5xSY.jpg,,"@ChineseMuslima 🤣🤣🤣🤣🤣 Are you cheap Chinese weed? Kindness and Chinese don’t go together. 
#ChineseVirus https://t.co/ruoZmvuq9T",,ae Virus Se
Immigration,liberals,1293017081743540224,./data_Immigration/liberals/tweets2/EfG3BcNWoAAPYXw.jpg,./annotation_data/Immigration/EfG3BcNWoAAPYXw.jpg,"Democrats are just a bunch of Crybabies.
#USA #FoxNews #WalkAway #Blexit #Dems #Covid19 #CoronaVirus #America #Democrat #Republican #Liberals #MAGA #ChinaVirus #JoeBiden #SleepyJoe #JimCrowJoe https://t.co/fKojb0A2L8",,MAKE CRY AGAIN oe Sa
Mask,WearAMask,1290241480095744000,./data_Mask/WearAMask/tweets1/EefbyfZXsAAj97E.jpg,,"We all just wanted to say a massive THANK YOU to our shoppers for wearing a mask when shopping with us.

We know it isn't the nicest thing in the world, but thank you for sticking with it!

From all the team at Parkway Shopping Centre

#thankyou #wearamask https://t.co/FytcFGwA4N",,Thank You for wearing at parkway
Boomer,karen,1290132389360885761,./data_Boomer/karen/tweets1/Eed4kflWoAAI0Uy.jpg,,@semonpoi I bet you could deal with this #Karen! With her adorable parents! https://t.co/9CuqvxPMhZ,,ae ne we En
Political,Trump2020,1295739453412188165,./data_Political/Trump2020/tweets3/EftkKaiWoAANbpk.jpg,,"@ABCWorldNews Mayor Lightfoot, who wants to defund the Police while her city is being destroyed by crime and murder, is the person the Democrats hold in such high regard that they are using her to raise money for Biden.

Think about that for a minute. #Trump2020 https://t.co/agK5KZWAFE",,Mayor Lori Joe for President BID
Vaccine,CovidHoax,1293248746508226560,./data_Vaccine/CovidHoax/tweets2/EfKK4CiXYAA45Et.jpg,./annotation_data/Vaccine/EfKK4CiXYAA45Et.jpg,"#Plandemic #CovidHoax #NoMask #SheepWearMasks #CrimesAgainstHumanity #CoronavirusIsCommonCold #CoronavirusIsNotCovid19 #Covid19DoesNotExists #WakeTheFuckUp #FuckNewNormal

Conspiracy theorists today 👇🏻 https://t.co/b5N4opL9US",,Those who tell conspiracy to take off their tin foil are now wearing this ae
Boomer,trumpliesamericansdie,1290295850376335361,./data_Boomer/trumpliesamericansdie/tweets1/EegNOnRWsAEHtXj.jpg,,@realDonaldTrump #DelusionalDonnie strikes again! Dr. Birx was not at all positive and EVERYONE (especially epidemiologists) know you're doing a HORRIBLE job with the #TrumpVirusCatastrophe . #TrumpLiesAmericansDie #TrumpIsTheWORSTPresidentEVER #TrumpIsNotWell https://t.co/WL1QccqUAZ,,The rhe cure one VOTE ey
AsianHate,CCPVirus,1292920854255407106,./data_AsianHate/CCPVirus/tweets2/EfFgqUnWoAEYKus.jpg,,@globaltimesnews People supporting freedom against slaver dictatorship. #CCPVirus #FreeChina #StandWithHongKong #JimmyLai https://t.co/t3KyKnfheY,,Pa tid wae ad Bend little
Vaccine,CovidHoax,1289706666078769152,./data_Vaccine/CovidHoax/tweets1/EeX1XrFX0AAJJqU.jpg,./annotation_data/Vaccine/EeX1XrFX0AAJJqU.jpg,"YES! my people!
#COVIDHoax 
#StandTogether 
#FuckYourMandates https://t.co/BXn0ZjSaue https://t.co/MSCKIR6mG5",,Yet
Mask,facemask,1298778862562742272,./data_Mask/facemask/tweets4/EgYwfjKWoAAeKwP.jpg,,"Losing your mask in the midst of our hectic world is a downer but with our fast free domestic shipping we got it delivered to@you in no time 😉👍

#partymonstermiami #maskfam #dustmask #facemask #facesheild #bandana #miami #shop #smallbusiness https://t.co/CRAJYdE1O5",,oN ie TODAY AT OM
Vaccine,CoronavirusVaccine,1293132101726814209,./data_Vaccine/CoronavirusVaccine/tweets2/EfIgyrSU0AA6wTq.jpg,./annotation_data/Vaccine/EfIgyrSU0AA6wTq.jpg,"#CoronavirusVaccine #RussianVaccine #coronavirus
Whole country to Russia rn:- https://t.co/cku3bhXBX2",,tu hi tu hi
Immigration,cdnpoli,1292865139868422146,./data_Immigration/cdnpoli/tweets2/EfEt_g6XsAE7cPk.jpg,./annotation_data/Immigration/EfEt_g6XsAE7cPk.jpg,"I made this meme again because I actually got Bonny Moynihan to see it...and I love it. 

#cdnpoli
#SecondHandNews https://t.co/DjGeh0AP5C",,Ae pia alee THIS in Seen HAND NEWS Petal NO IS IN TROUBLE THATS ABOUT FOR Sai Se Ay Ne PRETTY SURE IT WAS SETH the
Boomer,karen,1290100385558880256,./data_Boomer/karen/tweets1/EedbdqhUcAE2vzt.png,,Don’t know if this belongs here but here it is :) | https://t.co/p86IZ9LvD6 #memes #karen https://t.co/r4W8W9ZO2t,,My are being You will all lose your and be The al ANYWAY al
AsianHate,ChinaLiedPeopleDied,1299678217012260864,./data_AsianHate/ChinaLiedPeopleDied/tweets5/EglicctUYAASNLs.jpg,,@australian The Chinese Cinema? I bet it’s a hoot! 🤡#Sarcasm #ChinaLiedPeopleDied #Beijingbastards https://t.co/6ck3C0qBvV,,ae creche
Political,maga,1298090255497564161,./data_Political/maga/tweets4/EgO-NTOU4AA-k-d.jpg,,@realDonaldTrump Best President in my Lifetime. We Love you President Trump #MAGA https://t.co/zvuF9khyCf,,MING So aS me aa
Boomer,trumpliesamericansdie,1298299702249574401,./data_Boomer/trumpliesamericansdie/tweets4/EgR7jnkUYAEJ0nW.jpg,,@EricTrump I will be washing my hair. #DumpTrump2020 #GOPCorruptionOverCountry #GOPBetrayedAmerica #TrumpPlague #25thAmendmentNow #ImpeachTrumpAgain #VoteByMail #SaveThePostOffice #TrumpLiesAmericansDie #LiarInChief #TrumpDeathToll180K #GOPComplicitTraitors #TrumpKillsUS #VoteBlue2020 https://t.co/PmINCLT9dW,,In case anyone needs laugh here are the featured ay re eh The hat from The Demon Catholic Guy Sperm Doctor ie if Sar Racist gun ock couple
AsianHate,ChinaLiedPeopleDied,1298990445708509184,./data_AsianHate/ChinaLiedPeopleDied/tweets4/Egbw6KqVoAEsUrc.jpg,,"#LeBronJames go back to #Wuhan, play ball with #Uyghurs.
#Nike should quit lecturing on social justice — and atone for using slave labor in #China. #ChinaLiedPeopleDied https://t.co/sbB4K7L7zI https://t.co/xWOPmPMx41",,am ay toe er
Immigration,immigration,1293497371813269505,./data_Immigration/immigration/tweets2/EfNs-ozVAAAJQYt.png,./annotation_data/Immigration/EfNs-ozVAAAJQYt.png,"Get #CDRAssessmentofAustralia for #Immigration by Experts. Also, we offer the best competency report writing services and propose the best ways for drafting the approvable at https://t.co/wZDnW43zSl.
Also, visit at https://t.co/HrliJkl8NL https://t.co/FqnAQBdWgK",,Get Assessment of for Immigration My by tal Ly el Get Free Consultation cee en BE as Us BE we
AsianHate,wuhanvirus,1294596629622919168,./data_AsianHate/wuhanvirus/tweets3/EfdUxkMXoAE6Baj.jpg,,"10:24 What are the origins of the #coronavirus? 

The entire show is 1 hour 15+ minutes.
It jumps to the question

Aired March 30, 2020

VIDEO https://t.co/nO5z8FOtFc

#WuhanVirus #COVID19 #CCPVirus

qt-covid19-news-221 by #BorderObserver https://t.co/f8fqoUBFug",,THOUGHT ree sh STEVEN ba PANDEMIC viRUS
Immigration,cdnpoli,1295839005771276288,./data_Immigration/cdnpoli/tweets3/Efu-hf4WkAY-ZK5.jpg,./annotation_data/Immigration/Efu-hf4WkAY-ZK5.jpg,"@BNNBloomberg Right...Liberal promises of no tax hikes...anyone remember this 👇
#onpoli #cdnecon #cdnpoli #taxes https://t.co/hMVVygIRGU",,aye
AsianHate,ChinaVirus,1295925211259256833,./data_AsianHate/ChinaVirus/tweets3/EfwNG36UYAM8uxe.jpg,,@cnnasiapr @CNNTravel @Nectar_Gan Don’t you guys remember Wuhan is the source? #ChinaVirus https://t.co/EdXYc6F7A1,,fa Al art belt
Mask,WearAMask,1289596647391916032,./data_Mask/WearAMask/tweets1/EeWRUNlUEAIYDEm.jpg,,"Good Morning and Happy Saturday  Y’all .. Have a great and peaceful Saturday ☀️🌻✌️#SaturdayMorning    

#WearAMask #MasksSavesLives 😷 
Stay safe and be well friends 🙏 

🧤😷😎☀️🌻🌈☕️
@pastalover731 @maxedge051  @zandolove @gumbo1968 @dale_callihan https://t.co/fS2EHcgIQO",,Teal no ae
Political,Trump2020,1290873047180652545,./data_Political/Trump2020/tweets1/EeoZypmU0AA-Wk8.jpg,,&amp; PRESIDENT TRUMP IS FIGHTING THIS EVIL 👏🏼👏🏼👏🏼 #ChildTrafficking #Avicii #pizzagates #chesterdidntkillhimself #AnthonyBourdain #pizzagatelsreal #ChildTrafficking #childtraffickingexposed #SAVETHECHILDERN #Trump2020 #SAVEOURCHILDREN #childlivesmatter #trump https://t.co/CvX3rqAueG,,is interesting that Chester all suicide while working on documentary THE SILENT about widespread ae
Political,Trump2020,1296250582924169218,./data_Political/Trump2020/tweets3/Ef01CNOXYAAyk_w.jpg,,"I started watching CNN for the debates to humor a family member.  How can anyone do this? I’m sick, just sick.#Trump2020 https://t.co/gZZKkCIBik",,SO ae on iN
Boomer,trumpliesamericansdie,1293637205114617856,./data_Boomer/trumpliesamericansdie/tweets2/EfPsEhDX0AMlXj3.jpg,,"Nobody has done what i have done for the stock market.
This is proof of that.
#TrumpMath
#BidenHarris2020 
#alternativefacts  #TrumpVirus #TrumpThreatensAmerica #fakenews #TrumpLiesAmericansDie 
 #itiswhatitis 
#TrumpPressConference https://t.co/yc6ysTcZAS",,ea ay Oat in the first trading days of each presidency Ce Ly Save aa Cad Wa Se if tide as ow
Boomer,caresact,1291056620462575618,./data_Boomer/caresact/tweets1/EerBJ2TWoAEQQNV.png,,"The deadline to apply for funding under this round of the PPP is August 8, and the SBA will begin accepting applications for loan forgiveness on August 10. 

https://t.co/V2S8HZg2n6

#PPP #EIDL #COVID19 #Tax #CARESAct https://t.co/YcFGWDXqHx",,
Mask,WearAMask,1299101313217822720,./data_Mask/WearAMask/tweets4/EgdVwi7X0AAzLCD.jpg,,We hope to see you tomorrow either in person #wearamask or online as Tori gives her senior chapel!🤗 https://t.co/cYFWnry97A,,Campus Ministry Spiritual Life SENIOR CHAPEL Ni August am Chapel ae ae Cant be there ae KNIGHT live RUE with Knight Vision oe ait eR Say OR
Mask,WearAMask,1295027450578112514,./data_Mask/WearAMask/tweets3/EfjcmboWsAIuEQe.jpg,,"Flags, maps, and statehood for DC. (And wear your mask!) #dcstatehood #WearAMask https://t.co/hvkxhsLRxV",,aye ates spate es oer RA NE ran es te Wy Set th ae Me us fat wa ne ie ey
AsianHate,ChinaVirus,1295973369515401216,./data_AsianHate/ChinaVirus/tweets3/Efw455xU0AEG1IS.jpg,,"China's Central Bank Invests In ICICI Bank Amid 'Boycott China' Movement!
#BoycottChina #ChinaVirus https://t.co/eiopukhJmQ",,oe
Mask,maskup,1290140848017911808,./data_Mask/maskup/tweets1/EeeAQq7UwAEsxmE.jpg,,Socially distanced selfie !  #SocialDistancing  #selfie #MaskUp #SocialDistance https://t.co/Lfc5xrBJAw,,ae Es hI
Vaccine,CoronavirusVaccine,1298498253881630720,./data_Vaccine/CoronavirusVaccine/tweets4/EgUwrkYUMAA91rO.jpg,./annotation_data/Vaccine/EgUwrkYUMAA91rO.jpg,"CoronaVaccineUpdate: It is likely that the Oxford University vaccine candidate -- Covishield -- will be the first one to move into production in India.

#CoronavirusVaccine #CoronavirusIndia #BreakingNews #CoronaVirusUpdates https://t.co/G968VH3c5r",,ad BREAKING NEWS vaccine will be available in by the end of
Vaccine,CoronavirusVaccine,1297304201643601925,./data_Vaccine/CoronavirusVaccine/tweets4/EgDzS2PWAAEjOAt.jpg,./annotation_data/Vaccine/EgDzS2PWAAEjOAt.jpg,"#rashi is trending 
Meanwhile #CoronavirusVaccine  #CoronavirusPandemic https://t.co/sYayYVcnjc",,ye
Immigration,cdnpoli,1293219608195989504,./data_Immigration/cdnpoli/tweets2/EfJwYPrXgAI0Imi.jpg,./annotation_data/Immigration/EfJwYPrXgAI0Imi.jpg,"Nickleback is trending higher than Andrew Scheer..... that should show how we think of Scheer.
#cdnpoli https://t.co/PLYy4a7JIC",,Rock Music is up to something Politics
Political,Trump2020,1289701228709056515,./data_Political/Trump2020/tweets1/EeXwatrX0AAN_jt.jpg,,"@derechocat @mikegephart1 @JudySeiple @theblaze Experts” projected 2.5 MILLION deaths. Trump made a tough call to close a RED-HOT economy to save lives.He created a task force, blt temp. hospitals, ventilators, PPE, testing, moved Mercy&amp; Comfort ships, had daily briefings...
#Trump2020 https://t.co/zr2cuBc43k",,OUT OF US DID NOT FORCE INFECTED INTO NURSING BUT DID aa Ay Murphy en THATS NOT AN ACCIDENT THATS MURDER THAT IS NEARLY OF ALL IN THE UNITED
Political,maga,1294630741171560449,./data_Political/maga/tweets3/Efdzy-7UwAAGOUe.jpg,,Who in their right mind would risk capital to start a business in these DimLib cesspools? Who will feel safe going out for a walk after sunset? Why would anyone buy a house in these pits of crime? Irreparable damage for decades. #maga #tcot #kag https://t.co/vajeIxOyc0,,aa NEW YORK apt ne an AY CA GO Se COST OF CARNAGE oe PHOTO ILLUSTRATION
Mask,facemask,1293287307706085378,./data_Mask/facemask/tweets2/EfKt77tXkAAmv5p.jpg,,"#Black #orange #teal face #mask, cosmic geometry #cotton jersey printed reusable and washable mask, #handmade #avantgarde #facemask, #UV reactive https://t.co/hjbHL5LRdS via @Etsy https://t.co/jhJjVHWJi0",,Ni
AsianHate,ChinaVirus,1290669258226176006,./data_AsianHate/ChinaVirus/tweets1/Eelg1Z1XoAE2byC.jpg,,#itiswhatitis and the #ChinaVirus is ELIMINATED!! THANK YOU PSESIDECNCE Trump!! 🇷🇺👍🇺🇸#JustLikeJesus https://t.co/Tr3yN400lR,,PARISH we wi ALL ARE oe Po THE ae ROG FISHER RECTOR or ae ne MORRIS an Sis PONDER Aa me
Vaccine,CoronavirusVaccine,1293628615524057088,./data_Vaccine/CoronavirusVaccine/tweets2/EfPkXtKXoAIGbsJ.jpg,./annotation_data/Vaccine/EfPkXtKXoAIGbsJ.jpg,"Take it with a pinch of salt: Scientists doubt Russia’s Covid vaccine declare
 #coronavirus #coronavirustests #Vaccineupdates #VladmirPutin #COVID19 #CovidVaccine #COVID19India #CoronavirusPandemic #CoronavirusVaccine #Russia https://t.co/BEQTyHzeKH https://t.co/QMdyO6vnmh",,
AsianHate,wuhanvirus,1292476929765830657,./data_AsianHate/wuhanvirus/tweets2/Ee_M6m3U0AoFlU6.jpg,,@SolomonYue When our beautiful hk children begged them to stop at Sun Uk Lan they never did #WuhanVirus is still killing ccp plays the victim card now https://t.co/gXEtANMI0p,,
AsianHate,CCPVirus,1294945092990636036,./data_AsianHate/CCPVirus/tweets3/EfiRsnRXYAM2NNG.jpg,,@RepThomasMassie We’re also out of whack with the hype and hysteria. Our known cases of #CCPVirus are currently 11.3% of our typical flu season (if the season ended on 4/4 as the CDC did this year) https://t.co/fySWknTHnS,,De end oe Th oh eh Pewee Teen wee oe
Vaccine,CoronavirusVaccine,1293145305907474433,./data_Vaccine/CoronavirusVaccine/tweets2/EfIszT3VAAALINI.jpg,./annotation_data/Vaccine/EfIszT3VAAALINI.jpg,"#RussianVaccine
#CoronavirusVaccine 

Whole World to Russia rn :- https://t.co/PkuuPh1Qm6",,ho
Boomer,caresact,1294032077457891328,./data_Boomer/caresact/tweets2/EfVTT7eXYAECt8B.jpg,,"All this talk of new bail-out #legislation(more rich get richer Bull$hit)..Where the hell is my 1200 dollars from the #CARESAct?! Seriously?
I'm fu€king #starving over here! It's so sad to think about..But, I'm willing to be bought off..Silenced Or Activated. Either Or; Cheaply! https://t.co/I8wvmIydX5",,SE
Political,trumpvirus,1295126465302781954,./data_Political/trumpvirus/tweets3/Efk2p7GU4AELsq8.jpg,,@realDonaldTrump @FoxNews @CNN @OANN You are truly and #Idiot #LiarInChief #RacistInChief #TrumpVirus #TrumpDeathToll170K https://t.co/f28VYCI7L5,,ox
Immigration,cdnpoli,1298367197765668866,./data_Immigration/cdnpoli/tweets4/EgS6E_dXoAE0n15.jpg,./annotation_data/Immigration/EgS6E_dXoAE0n15.jpg,"@spaikin @cafreeland @liberal_party @CPC_HQ @NDP @CanadianGreens Excellent article, however, why is it controversial to question #ChrystiaFreeland qualifications to be finance minister? Because feminists say so? I think #BillMorneau was imminently more qualified with his business experience &amp; Economics degree but he got fed up &amp; quit.
#cdnpoli https://t.co/0Tu3iZybDr",,aa
Boomer,caresact,1290407514731929601,./data_Boomer/caresact/tweets1/Eehyy9MWoAAyw62.png,,"The deadline to apply for a PPP loan ends this week, August 8th. If you are still planning to apply, what should you know? We breakdown the basics of the PPP program here: https://t.co/5wQiSGYo2e
#ppp #caresact https://t.co/5QcM24H69j",,eS Support
Boomer,karen,1292098050979033088,./data_Boomer/karen/tweets2/Ee50UoBU0AE3BFL.jpg,,WHY is my local McDonald’s Uber eats so fucking incompetent #Karen https://t.co/5BTGJu8vXK,,pie
