topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR
Mask,WearAMask,1290872444383899648,./data_Mask/WearAMask/tweets1/EeoZpJvWsAYfOdc.jpg,./annotation_data/Mask/EeoZpJvWsAYfOdc.jpg,It’s cold out. And my warm breath in my mask keeps my face warm #coronavirus #COVID19 #WearAMask https://t.co/TIBCaquuhB, DYER LAW DYER DOGPOUA ABERCROMBIE AND FITCH CO ,oN om
Vaccine,CoronavirusVaccine,1295145360034324481,./data_Vaccine/CoronavirusVaccine/tweets3/EflH1ygXsAAw4PP.jpg,./annotation_data/Vaccine/EflH1ygXsAAw4PP.jpg,"Putin's vaccine is just an old known MMR vaccine @ here's the possible answer: https://t.co/NDKGTuOZRs

#coronavirus #CoronavirusVaccine  #Russia #COVID19 #PutinVaccine https://t.co/xVgBfX1Ypo", Putins vaccine is just an old known MMR vaccine CHANGE MY MIND ,oe La ta oe ae ease known Ne as ge ye oe
AsianHate,wuhanvirus,1295929101732126720,./data_AsianHate/wuhanvirus/tweets3/EfwQpErU0AE_39h.jpg,./annotation_data/AsianHate/EfwQpErU0AE_39h.jpg,"They gave the #coronavirus to the whole world and now they are partying ??
Now I feel like is it really a #pandemic or a *Plan-demic* ?🤨
#wuhanparty #WuhanCoronavirus #WuhanVirus #wuhanpoolparty https://t.co/7QsgFHE8ue", AFP Photo Courtesy Twitterl AFP AFP ,ie as ae Nae ae is Ye oak ie pare Ce es tee ad by La er yee Photo Courtesy Twitter
Political,Trump2020,1293090617581600769,./data_Political/Trump2020/tweets2/EfH7BXcXkAAN41n.jpg,./annotation_data/Political/EfH7BXcXkAAN41n.jpg,"Diamond and Silk@DiamondandSilkFans
7 hours ago·134k

CNN doesn’t want you to see this.

Let’s see if we can get 10,000 echos on this powerful video! 🇺🇸

https://t.co/O8h5MOIWCo

#blacklivesmatter #blm #trump2020 https://t.co/sQkETOKAje", Echoed By Frazli8112  2 hours ago Diamond and Silk DiamondandSilkFans  7 hours ago  O 134k CNN doesnt want you to see this Lets see if we can get 10000 echos on this powerful video  o 12k HAVE ECIDE 236 220  25k 4 21k ,cow foreleg oe oe as OE ay ean
Immigration,americafirst,1297586287382233089,./data_Immigration/americafirst/tweets4/EgHz2PlXoAIZ6c9.jpg,./annotation_data/Immigration/EgHz2PlXoAIZ6c9.jpg,"Posted @withregram • @political.em This isn’t ok.

Credit - @raging.patriots
#onenationundergod #bluelivesmatter #factsmatter #americafirst #qanon #MAGA #KAG #conservative #backthebadge #lockherup #4moreyears  #saveourchildren #prolife #wwg1wga #trump2020 #defendthe2nd https://t.co/7RFnBHMpqL", LMES MATERETLO PAYN THE PEOPLE DOING THIS GAllegiance ToLberty BLACK TRNS THE YSE SICE Ge Black lives ALAE NOJUST BLM NO PEACE BLACKLUVES MAT TEA MAT D I CANT SUCK A ACAD EROALY BREATHE ESEO IF YOURE NOT ANGRY TUST NO JUSTICE YOU CANT SOLVE A PROBLEM YOU ARENT WILLING TO HANE 8LACKLVESTER BLACK LIVES CLAIM WE CANT DO THIS SARO ,THE PEOPLE DOING THIS go ake wat NO fe Ne say ON Te eu Panne on aA CLAIM WE CANT DO THIS Li io jo ta
Political,maga,1290423446489272320,./data_Political/maga/tweets1/EeiBSMPUMAIl4am.jpg,./annotation_data/Political/EeiBSMPUMAIl4am.jpg,Daaaang😱😱😱😱 @taylorswift13 ‘s 7th number one album.....@drake could never 😂😭 #Draaaaaake?!!!!!! #MAGA https://t.co/7zlkHXAyyG, REVOLT YE CI DRAKKKE ,Fez es
Boomer,trumpliesamericansdie,1291026285318344706,./data_Boomer/trumpliesamericansdie/tweets1/Eeqlj7rXsAAeb1Y.jpg,./annotation_data/Boomer/Eeqlj7rXsAAeb1Y.jpg,"@realDonaldTrump Sally Yates has way more credibility than you, not even close. #TrumpIsALiar #TrumpLiesAmericansDie https://t.co/UgbKNoJ8B6", LIES ,
Vaccine,FauciTheFraud,1295054538572025856,./data_Vaccine/FauciTheFraud/tweets3/Efj1PN_XYAAGN5Z.jpg,./annotation_data/Vaccine/Efj1PN_XYAAGN5Z.jpg,@MoeDelonn @CarriWeatherwax @JohnFromCranber @JoeBiden Exactly #FauciTheFraud https://t.co/7xGWqAo5Y0, THE BEST WAY TO CONTROL THE VIRUS IS TO CONTROL THE PEOPLE COMPLETELY ,ISO CONTROL THE
Mask,facemask,1294550872588943360,./data_Mask/facemask/tweets3/EfcrJ6qWsAADNjD.jpg,./annotation_data/Mask/EfcrJ6qWsAADNjD.jpg,"#TOGETHERMASK 
Each purchase will help donate one more medical-grade face shield to ensure that frontline workers are protected in areas of world @MSF_uk have identified as most in need : https://t.co/MLRRg8WlTM  100% #ORGANICCOTTON #FACEMASK https://t.co/vgZzOijCRE", TOGETHER TOGE IHER ,me id iT
AsianHate,wuhanvirus,1289510829256110080,./data_AsianHate/wuhanvirus/tweets1/EeVDQoQVoAUmBpV.jpg,./annotation_data/AsianHate/EeVDQoQVoAUmBpV.jpg,@SkyNews Carrie Lam n her govt doesnt know how to “safeguard ppl’s health”. Her counter-epidemic measures r messy. Postponing the ballot wont help contain the spread of #wuhanvirus https://t.co/0pqH4GL8rI, HKGOV Dinein Ban for all restaurants Also HKGOV Open airconditioned centers for dining    ,Ban for all Also Open for dining Awe
Political,Election2020,1295918453551964167,./data_Political/Election2020/tweets3/EfwG9wbXsAMVnvK.jpg,./annotation_data/Political/EfwG9wbXsAMVnvK.jpg,Police called in Wyoming after @KanyeWest supporters work too close to polls #Election2020 https://t.co/mfSuubP4kq https://t.co/yt3OaDMKCF, HARRY V THE WALL STREET W THE WALL ,ae
Immigration,cdnpoli,1299787779908481026,./data_Immigration/cdnpoli/tweets5/EgnGGGuXsAAu3xR.jpg,./annotation_data/Immigration/EgnGGGuXsAAu3xR.jpg,@Anthony__Koch @ErinOTooleMP That was our understanding and give-him-a-chance expectation  but it all went to shit when PP deliberately posted this in the middle of the week to undermine his leader. Finished him off with minorities. Nice work Pierre. #cdnpoli https://t.co/BLWHPqzVfP, I pierrepoilievre O Pierr  49m Great meeting with Canadas next Prime Minister Looking forward to helping him take back Canada ,es Great meeting with next Prime Minister Looking forward to helping him take back Canada eer
Vaccine,covidvaccine,1293165804037509120,./data_Vaccine/covidvaccine/tweets2/EfI_cdtWAAACulI.jpg,./annotation_data/Vaccine/EfI_cdtWAAACulI.jpg,"Russia announces world's first Covid-19 vaccine, Putin's daughter gets vaccinated! 
#CovidVaccine https://t.co/76r1TONhcZ", eir Russia announces worlds first Covid19 Work vaccine Putins daughter gets vaccinated UNGOVE WeirdWorld  weirdworldinsta ,red aX te am fa Van ae Russia first vaccine daughter
AsianHate,chinesevirus,1293591127740649474,./data_AsianHate/chinesevirus/tweets2/EfPCRepUEAAAsVP.jpg,./annotation_data/AsianHate/EfPCRepUEAAAsVP.jpg,"Go to China and ask xi pinging for whom u r doing PR.
#ChineseVirus https://t.co/XFUoZ9jWtI", THE WORLD HEALTH ORGANIZATION HAS REVEALED THAT IT NEEDS A FUND WORTH USD 100 BILLION TO PROVIDE CORONAVIRUS VACCINE TO ALL World H Organiat World Health Organization RVC BUT THEY CLAIMED THAT NOT EVEN 10 HAS BEEN RAISED SO FAR EVERY COUNTRY SHOULD JOIN THIS AND HELP THE WHO ,THE WORLD HEALTH ORGANIZATION ae se WORTH BILLION TO PROVIDE VACCINE TO ALL fe epee me sa NOT EVEN east od EVERY COUNTRY SHOULD JOIN THIS AND HELP THE WHO
Political,maga,1296312202694135810,./data_Political/maga/tweets3/Ef1tFCeXkAA86N0.jpg,./annotation_data/Political/Ef1tFCeXkAA86N0.jpg,Trash bag is ready @realDonaldTrump #MAGA Mexicans Always Get Across 🤣 #TakeOutTheNationalTrash #VoteBlue2020 #KamalaHarris2020 #JoeBidenForPresident2020 https://t.co/G8aUWE5dGC, TakeOutTheNationalTrash ,
Political,maga,1292764848544034816,./data_Political/maga/tweets2/EfDSxeQUcAEwxkh.jpg,./annotation_data/Political/EfDSxeQUcAEwxkh.jpg,Is this true #MAGA? Asking for a friend. https://t.co/kEHpHvtmFR, A urbandictionarycom y f  3 MAGA Stands for Many Assholes Getting Arrested Manafort indicted Gates indicted MAGA by KevinKautzman October 30 2017 1078 1 544 FLAG ,for Many Getting Fi WI Teel LIANG by
Vaccine,FireFauci,1295095397841375232,./data_Vaccine/FireFauci/tweets3/EfkaMX1UYAAFMlE.jpg,./annotation_data/Vaccine/EfkaMX1UYAAFMlE.jpg,"@paulsperry_ fauci wrong again?
fake some more?
#fireFauci #tedros #WHO #china #virus 
HCQ is real or fake?
What does fake news tell you?
Thank you @realDonaldTrump ! https://t.co/xRTxXpyHwc", While on loan to Mueller special counsel disgraced exFBI lawyer Kevin Clinesmith faked evidence to get a warrant enabling spying on Trump WHO ORDERED IT FBI Attorney Kevin Clinesmith Pleads Guilty To Falsifying  V httpsthefederalistcom20200814kevinclinesmithcorruptfbiattorneywhofalsifi Kevin Clinesmith a former top lawyer in James Comeys FBI is expected to plead guilty on Friday to falsifying a federal spy warrant against Carter Page August 14 2020 By Sean ,evidence oat on Trump WHO ORDERED IT oe Been aR Pet ease Cee Tee Ce Oe ey
Political,Trump2020,1293333046234451969,./data_Political/Trump2020/tweets2/EfLXWJrVoAAhdHA.jpg,./annotation_data/Political/EfLXWJrVoAAhdHA.jpg,"#Trump2020 
@KamalaHarris 

We Don't Forget

#JoeBiden2020 https://t.co/qyxc2YaUXL",,ens
Political,Trump2020,1293362265736052740,./data_Political/Trump2020/tweets2/EfLyH3uXgAA9gqE.jpg,./annotation_data/Political/EfLyH3uXgAA9gqE.jpg,"My one piece of advice for Kamala Harris...
Cut your hair... He's a sniffer👇
#MAGA
#KeepAmericaGreat
#Trump2020 https://t.co/4J2EFH4IVO", LAT Party OGetty Images DSTATE Party LIVE 111m NEVAD IATE D Party US SENATE CEREMONIAL SWEARINGIN CSPAN2 LAI D GIE RISTOPHER COONS MEMECENTERCO are Party ANGE WSD Party LAT ,ea Plaga GIP SPAN Ba fou ym EY
Boomer,karen,1290039914575220736,./data_Boomer/karen/tweets1/EeckdzjUEAA8uzV.png,./annotation_data/Boomer/EeckdzjUEAA8uzV.png,We must protect Adult Swim | https://t.co/Y5rD1bfAjW #memes #karen https://t.co/K71cNwGlo7, Adult Swim may contain mature material some viewers might not find suitable Karens on Twitter If those kids could read theyd be very upset ,Adult Swim may contain mature material some might not find suitable al ES Se Twitter ae we ea SIC read oe upset
Political,Trump2020,1292235344516190210,./data_Political/Trump2020/tweets2/Ee7xMT5WkAEwmOX.jpg,./annotation_data/Political/Ee7xMT5WkAEwmOX.jpg,@MuscleBestbrook @deplorable1313 @ChadPergram @GovBillLee Ooooops ..#Trump2020 found a pen and a phone ?!? https://t.co/38bDRMjLRw, NOWTHIS ,ai Sh an
Immigration,immigration,1290367753455636486,./data_Immigration/immigration/tweets1/EehOkaqWAAEX6GN.png,./annotation_data/Immigration/EehOkaqWAAEX6GN.png,"Last week, the U.S. Immigration and Customs Enforcement’s (#ICE) Student and Exchange Visitor Program (SEVP) issued updated guidance for international students pursing education programs in the United States.  https://t.co/jZnf5LAmbS #ice #exchangestudent #immigration https://t.co/dl0f4doTuI", A CO OF M ICE Issues Updated Guidance  Restricts Online Options for New Students for Fall 2020 Semester Ogletree Deakins VALERIE SALCIDO AUSTIN  MELISSA MANNA RALEIGH ,ICE Guidance for New for Fall Semester MANNA
Mask,WearAMask,1291895980544200704,./data_Mask/WearAMask/tweets2/Ee28i3tXsAAceoe.jpg,./annotation_data/Mask/Ee28i3tXsAAceoe.jpg,Getting ready to go grocery shopping.  #WearAMask #WearAMaskChallenge #PentagonJr #PentagonDark #LuchaBrothers #AEW #AEWDynamite #CrosbyGoneGolfing https://t.co/nfxZSXA5D1,,
Boomer,trumpliesamericansdie,1292934323880902656,./data_Boomer/trumpliesamericansdie/tweets2/EfFqgvCVoAApUJO.png,./annotation_data/Boomer/EfFqgvCVoAApUJO.png,"@POTUS 
This is the Evangelical's choice for America?
Eye's wide open while they pray for him. Just who are they praying for?  It's NOT America!
#TrumpIsACompleteFailure 
#TrumpFailedAmerica 
#TrumpCrimeFamily 
#TrumpLiesAmericansDie 
#EvangelicalsForTrump https://t.co/BcSXBv8THN", Suckers ,eS ex ie
Boomer,karen,1295517240914325505,./data_Boomer/karen/tweets3/EfqaDoFXkAA3jsi.jpg,./annotation_data/Boomer/EfqaDoFXkAA3jsi.jpg,Helping #Spiderman climb the National Monument #DC 😂 trying to rescue #Karen https://t.co/xGszsUItd7,,
Boomer,trumpliesamericansdie,1295716315022401540,./data_Boomer/trumpliesamericansdie/tweets3/EftOz8-XsAA0rbD.jpg,./annotation_data/Boomer/EftOz8-XsAA0rbD.jpg,"@realDonaldTrump Looking back into history...

US deaths 2009-2010 from H1N1: Approximately 12,000

US deaths 3/13/2020-8/18/2020 from #COVID19: 173,000+...and climbing

STFU Donnie.

#TrumpLiesAmericansDie  

#TrumpOwnsEveryDeath #TrumpPandemic #VetsAgainstTrump #CNN #MSNBCLive https://t.co/65bcjRdYlg", Some of you WILL die But Im OK with that Im not kidding ,Se Some of you WILL die But with that not
Mask,facemasks,1291252632397340673,./data_Mask/facemasks/tweets1/EetzbKzUYAACrZ3.jpg,./annotation_data/Mask/EetzbKzUYAACrZ3.jpg,"The world is living behind the masks.

#facemasks #PicOfTheDay #PhotographyEveryday #JustGoShoot #PhotoOfTheDay #Capture #PhotographDaily #Moment #ThroughTheLens #RMCO #COVID19 #Malaysia https://t.co/vX3dXrDQaj", I SEE YOUR SMILE BEHIND THE MASK ,aN aa on hay oe pan Bidet ill ae Oe of fe at Oe oe Bee Ti we SEE YOUR SMILE BE HE ASK ae at ST
Vaccine,VaccinesWork,1296574743819300864,./data_Vaccine/VaccinesWork/tweets3/Ef5b25nWkAE6ZLy.png,./annotation_data/Vaccine/Ef5b25nWkAE6ZLy.png,Flu season is coming. Who needs to be protected? https://t.co/Z5P1olVu8A.  #Vaccines #VaccinesWork #Vaccination https://t.co/5mBSlySGJO, EVERYONE 6 MONTHS OF AGE AND OLDER SHOULD GET A FLU VACCINE EVERY SEASON ,ce area EVERYONE OF AGE AND OLDER SHOULD GETA FLU VACCINE EVERY SEASON
Vaccine,CoronavirusVaccine,1297080216376885248,./data_Vaccine/CoronavirusVaccine/tweets4/EgAnEavVAAAVYqx.jpg,./annotation_data/Vaccine/EgAnEavVAAAVYqx.jpg,"#CoronavirusPandemic could be over in under 2 years, shorter period than Spanish #influenza 100 years ago, says @WHO DG @DrTedros. However, nations must unite &amp; pool greater resources to combat pandemic &amp; vaccines to be available.#CoronavirusVaccine #coronavirus #MIG https://t.co/qkaKpbuAJc", World Health Organization World He Organizal World Orga ,nat
Mask,WearAMask,1292177827245314048,./data_Mask/WearAMask/tweets2/Ee684NRXsAQ3SOv.jpg,./annotation_data/Mask/Ee684NRXsAQ3SOv.jpg,"Gish Item 103: An essential worker you know sharing their story. I’m so very proud of my friend 💖 
@ChiConAntiBlues #gish #wearamask https://t.co/uSyVU42Bha", Im a nurse un the tront lines Fiohtino Covid Ive since caught Covid muself and nuw have pneumonia dueto the vinus wearamask ,aa purse on cone aes Cane PER leg Paar Lea EA Zo ea
Vaccine,COVID19Vaccine,1294801395447717891,./data_Vaccine/COVID19Vaccine/tweets3/EfgO253WkAA0stM.png,./annotation_data/Vaccine/EfgO253WkAA0stM.png,"This week, Australia’s first human trials for a potential #COVID19 #vaccine began.
With 130 people involved, the Melbourne-based program is hoped to be a big step forward in the race to find a cure.
Jack Sommers shares his experience -
https://t.co/O6xSLTU8AJ
#covid19vaccine https://t.co/7hGQcr1dKV", 2222 ,ae
Vaccine,FauciTheFraud,1292116238185963520,./data_Vaccine/FauciTheFraud/tweets2/Ee6E3vLX0AE0vHo.jpg,./annotation_data/Vaccine/Ee6E3vLX0AE0vHo.jpg,"#FireFauci #FireFroggie
#FauciTheFraud
We Are Being Lied To !!!
https://t.co/lyUBGh4zj7 https://t.co/bSFWhPe47T", FIREFAUCI FIREFROGGIE ,AN Din Se
Boomer,caresact,1296186433569542153,./data_Boomer/caresact/tweets3/Efz6sSzWkAI4Ijy.jpg,./annotation_data/Boomer/Efz6sSzWkAI4Ijy.jpg,"#Clarkwa Council will direct $1.36M in CARES aid to restaurants, food businesses https://t.co/nRF9mrPYi6 #CARESAct #diningout https://t.co/roEZdyWzaq", In God 40210 030 G G AmendC Rsde e pleLant J Car ,ye wet
Political,Trump2020,1295010762423926784,./data_Political/Trump2020/tweets3/EfjNbK_WkAAWBiN.jpg,./annotation_data/Political/EfjNbK_WkAAWBiN.jpg,@mamendoza480 I saw one in Florida. But I tons of #Trump2020 so I bought one 😁 https://t.co/eNAtIySUgr,  TRUMP KEEP AMERICA GREAT 2023 ,wo me
Boomer,karen,1298096626477801473,./data_Boomer/karen/tweets4/EgPD_0EX0AANsFi.jpg,./annotation_data/Boomer/EgPD_0EX0AANsFi.jpg,@MeidasTouch waiting on that video of #KimberlyGuilfoyle screaming like all the scary  #Karen’s and #Trumpsupporters. https://t.co/GGpqqcohcA, Very fine people indeed ,Very fine people indeed
Immigration,cdnpoli,1298080252686548992,./data_Immigration/cdnpoli/tweets4/EgO1G2eUEAAftrE.jpg,./annotation_data/Immigration/EgO1G2eUEAAftrE.jpg,"Everybody Panic and give up your rights

#cdnpoli
#CoronavirusPandemic 
#COVID19 
#Plandemic https://t.co/ByXED5HPGw https://t.co/0A2vXhGeMB", EVERYBODY PANIC ,aN wey fe AS EVERYBODY Panic
Boomer,trumpliesamericansdie,1292412511929671685,./data_Boomer/trumpliesamericansdie/tweets2/Ee-SVC0WAAEOriM.jpg,./annotation_data/Boomer/Ee-SVC0WAAEOriM.jpg,"@Linyengu @USA_WINGMAN @KwikWarren That would be you, fact-free #trumpsucker who doesn’t even know that there’s a payroll tax cap. #TrumpDefundsSocialSecurity #TrumpLiesAmericansDie #GOPTaxScam https://t.co/hNUmzfwR4F", MAKE AMISRICA HILLARY ISNT IN JAIL THE WALL ISNT BUILT  OBAMACARE IS STILL IN PLACE GREATAGAIN BUT TRUMP GAVE HIMSELF A 23 MILLION TAX CUT AND THAT IS IMPORTANT TO ME ,IN JAIL THE WALL BUILT IS IN PLACE BUT HIMSELF MILLION TAX CUT AND THAT IS IMPORTANT TO ME
Vaccine,CoronavirusVaccine,1293146850749329409,./data_Vaccine/CoronavirusVaccine/tweets2/EfIuMxMUYAIj35V.jpg,./annotation_data/Vaccine/EfIuMxMUYAIj35V.jpg,"#CoronavirusVaccine #RussianVaccine 
Russia approves World first COVID-19 Vaccine

Putin rn :- https://t.co/C9QKlfVIhH", CM Prank ,Se we ey
Vaccine,antivaxxers,1290445859440787712,./data_Vaccine/antivaxxers/tweets1/EeiVqZcUMAAptIw.jpg,./annotation_data/Vaccine/EeiVqZcUMAAptIw.jpg,I just love getting called a POS because I am on the side of frontline working people who are wearing masks and staying alive. It seems like I am blocking more &amp; more #TrumpSupporters #antivaxxers and #antimaskers these days! Keep touting your rhetoric and your 'moral' agenda! https://t.co/mGgi5qkphA, ILL BLOCK YOU Pren made with memauc ,YOU
AsianHate,chinesevirus,1292760283924951041,./data_AsianHate/chinesevirus/tweets2/EfDOnjKU0AYa9h7.jpg,./annotation_data/AsianHate/EfDOnjKU0AYa9h7.jpg,@Beijing2022 Entire world is going to boycott China. You will be held accountable for spreading #ChineseVirus &amp; killing thousands of innocents. #BoycottChina https://t.co/jnOK2N22xC, ORONA MADE IN CIIN NA IN DO DOLBY CINEMA REALD 3D AND IMAX ,Ay alert Ne Se ay Ma oe oS Re ON aX MAL OE IN IN HE By MARCH
Political,trumpvirus,1291165831259447300,./data_Political/trumpvirus/tweets1/EeskeIFWoAMXuyu.jpg,./annotation_data/Political/EeskeIFWoAMXuyu.jpg,".@realDonaldTrump’s fake news &amp; #TrumpVirus lies are going to cause a lot more people to die than the 161K who’ve already died bc of his criminal negligence &amp; epic #TrumpPandemicFailure. It’s abhorrent he’s sacrificing lives just to try to get re-elected.

#TrumpLiesAmericansDie https://t.co/h1KPC3FvHq https://t.co/pf9DsprKAv", 161000 AMERICANS died because of my criminal negligence And I dont care THINGS PSYCHOPATHS SAY Mad King Trump IT IS INCOMPETENT  WHAT DERANGED IT IS ,PHU AD SAY PUP Mad King Trump INCOMPETENT DERANGED
Political,Trump2020,1292106450521776134,./data_Political/Trump2020/tweets2/Ee5795gXkAEjAr0.jpg,./annotation_data/Political/Ee5795gXkAEjAr0.jpg,AMEN TO THAT!!! #TRUMP2020 https://t.co/3gMr5kWdyO, YOU KNOW THEM Ole Boys from Kentucky AINT NEVER GIVING UPA THEIR GUNS FLAG OR BIBLE ,YOU KNOW THEM from eh gam GIVING UP THEIR FLAG OR
Mask,facemasks,1292587703545012232,./data_Mask/facemasks/tweets2/EfAxql5X0AwkuhK.jpg,./annotation_data/Mask/EfAxql5X0AwkuhK.jpg,"APS (Antiphospholipid Syndrome) Face Masks available at https://t.co/Wc8owGrbDV

#aps #facemasks #antiphospholipidsyndrome #ZazzleMade #artworkbytracey https://t.co/SuByobt07G", APS Antiphospholipid Syndrome Face Masks by Ar X Tra R88 ADS EDUCATE ADVOCATE SUPPORT httpswwwzazzlecomstoreartworkbytracey sible ll ess And ,iN Syndrome Face PES Gay ode TE ya ya
Boomer,trumpliesamericansdie,1300191307441352704,./data_Boomer/trumpliesamericansdie/tweets5/Egs1GbTWkAEVVl_.jpg,./annotation_data/Boomer/Egs1GbTWkAEVVl_.jpg,@realDonaldTrump Silence your critics through oppression!  #TrumpViolence #TrumpLiesAmericansDie #BidenHarrisToSaveAmerica #TrumpFailure https://t.co/0iKtNldXYU, POLIC NETFLIX ,ye
AsianHate,CCPVirus,1297998418967539712,./data_AsianHate/CCPVirus/tweets4/EgNqfVAU8AAAI-g.jpg,./annotation_data/AsianHate/EgNqfVAU8AAAI-g.jpg,@globaltimesnews Chinese can only produce virus. #CCPVirus https://t.co/hDiE8GFqIp, GT GLOBAL TIMES GT GT ,
Boomer,trumpliesamericansdie,1292840992828252160,./data_Boomer/trumpliesamericansdie/tweets2/EfEYAhRWoAAuUyv.jpg,./annotation_data/Boomer/EfEYAhRWoAAuUyv.jpg,"@ThePubliusUSA @realDonaldTrump I wonder WHITE 
@realDonaldTrump did not try to send the National Guard to Michigan when armed White men invaded it

#TrumpLiesAmericansDie #VoteBlueToSaveAmerica 

https://t.co/WC5xmh40iA https://t.co/gf6M8ZU7cz", GOP ,oe
Vaccine,covidvaccine,1293079382873919488,./data_Vaccine/covidvaccine/tweets2/EfHw0urUcAAp4SW.jpg,./annotation_data/Vaccine/EfHw0urUcAAp4SW.jpg,"#COVID19UPDATE
#COVIDUpdates #coronavirus #Duterte
#russia #putin #CovidVaccine

Read details : https://t.co/zyTknsnDex https://t.co/u9ZxONiw2l", COVID19 UPDATE RTVM EAGLES POV NEWS MEDIA theeaglespov residential Communicattions Philippines Duterte offers to be first person to receive Russia covid vaccine ,Ey coy re os ENS th ea eS WA ben Pa Ye Lane to be first person to receive Russia covid vaccine
Immigration,americafirst,1290737829451124743,./data_Immigration/americafirst/tweets1/EemfNxSXsAAIWFE.jpg,./annotation_data/Immigration/EemfNxSXsAAIWFE.jpg,"@news_flea @LoloGberg @WeStand4theFlag @WenMaMa2 @Preciouslindy @nbrewer2020 @lanedvnpt @NINA00MAGA @mickelodoole @SinBoldly @BethLore1 @sassyliltwitr @phoneladyctt @southerntexan20 @pegalomania I'm here to connect with Trump's supporters and fight against Socialism and Globalism. 
#AmericaFirst https://t.co/d9uLpAcpbL", CORONA VIRUS G G imaflin com ,io ose
Mask,maskup,1291151819188498432,./data_Mask/maskup/tweets1/EesXu8YU0AI1lZq.jpg,./annotation_data/Mask/EesXu8YU0AI1lZq.jpg,Definitely didn’t want to spend a day at a hospital during #COVID19 but turned out successful for my aunts surgery. Thanks to the awesome medical staff @kpthrive #healthcare #heroesworkhere #thankyoudoctorsandnurses #NurseTwitter #doctors #MaskUp #staysafe https://t.co/arHAMU1pxX, VISITOR Meahan Elizabeth Name Destination 1315 8520 Time In Date ,VISITOR
AsianHate,ChinaVirus,1290888276136488960,./data_AsianHate/ChinaVirus/tweets1/EeooC7DUwAEN_Db.jpg,./annotation_data/AsianHate/EeooC7DUwAEN_Db.jpg,"The global death toll from the #ChinaVirus surpassed 700,000. Nearly 6,000 people are dying every 24 hours on average. #China - Shame on you. #ChinaLiedPeopleDied
#ChinaMustPay https://t.co/dCoBIl9Vf7", World Org th ,
Political,maga,1298345795997954048,./data_Political/maga/tweets4/EgSmnl0UwAA6yMp.jpg,./annotation_data/Political/EgSmnl0UwAA6yMp.jpg,"This just made my day! Love you, Brandon! 🇺🇸❤️ #maga #WalkAway https://t.co/Tkw5BKwSVA", 244 1 Brandon Straka O Hey Brandon You dont know me but I was featured in one of your UNSILENT videos a while back I wore a white MAGA hat and I stood in front of a US flag Just wanted to say thank you for all that you do and Im proud to be a member of WalkAway 240 PM  I remember Thanks Alex 243 PM GIF Start a message ,remember Thanks Start message ce
Vaccine,FauciTheFraud,1291069833644310535,./data_Vaccine/FauciTheFraud/tweets1/EerNKy4XYAAwSYd.jpg,./annotation_data/Vaccine/EerNKy4XYAAwSYd.jpg,@kerrybehave #ObamaGateIsReal #FauciTheFraud #TrudeauMustGo #BillGates #cdnpoli Tweet Of The Day! https://t.co/tWSL6K9GBF, WHERE DO YOU WANT THIS MOM Geme Cerne ,Po of me eS WHERE DO YOU oe eX vert ani ay Aes eon See Yan
Boomer,trumpliesamericansdie,1295587619674431488,./data_Boomer/trumpliesamericansdie/tweets3/EfraEpXWkAAoHxy.jpg,./annotation_data/Boomer/EfraEpXWkAAoHxy.jpg,@Newsweek USA needs leader like New Zealand’s. There’d be a lot less dead Americans if @realDonaldTrump impeachment had removed him. #TrumpLiesAmericansDie #TrumpHasNoPlanWhileAmericansDying https://t.co/icgXWtoHBI, AS YOU CAN SEE THERE ARE A LOT OF TOSSUP STATES AND BLUE STATES HOW AM I DOING IN THIGHLAND AND YO SEMITE WHAMAND CagleCartoanscom ,AS YOu CAN SEE THERE AWE OF TOSSUP AND BLUE ne ex oe Sad we ME iS ID Yo nea
Vaccine,COVID19Vaccine,1300034376525201413,./data_Vaccine/COVID19Vaccine/tweets5/EgqmRleUwAAMVCe.jpg,./annotation_data/Vaccine/EgqmRleUwAAMVCe.jpg,"Give a read https://t.co/wz8MQhYrNV

Login for morehttps://knowledge.medreach.in

#who #covaxin #covid19 #pandemic #covid19vaccine https://t.co/KjBxGuwZuL", NEW UPDATE CORONAVIRUS VACCINE TRACKER 100 BILLION REQUIRED TO TAKE VACCINE TO ALL NOT EVEN 10RAISEDSAYS THE WHO httpsknowledgemedreachin ,SO me TRACKER yer TAR Te AKE AL re in Ha AS
AsianHate,chinesevirus,1294773529704103936,./data_AsianHate/chinesevirus/tweets3/Eff1J7cXYAEPEf2.jpg,./annotation_data/AsianHate/Eff1J7cXYAEPEf2.jpg,"#wiunion democRATS mocked him, but he's back!! #WuhanCoronavirus #ChineseVirus #COVID19 #BidenHarris2020 lolololololol...
#wiright #wipolitics #democRATs #demonicRATs #PervertsINC #MAGA @NRA #NRA https://t.co/MeLMiwtgmT", SUBWAY TO CAPITOL CORONAVIRUS OAN REP GOHMERT CREDITS HYDROXYCHLOROQUINE FOR COVID19 wwwOANNCOM RECOVERY PLANS TO DONATE PLASMA OF THE REPUBLICAN NATL CONVENTION  THE FDA GIVES THE GREEN LIGHT TO A O LG ,TOL REP HYDROXY CHLOROQUINE FOR RECOVERY TO DONATE PLASM THE REPUBLICAN CONVENTION THE THE GREEN LIGHT TO
